CS14_ENG_001	per:holds_shares_in	test0	bolt-eng-DF-170-181113-84603:83990-84106	Global Crossing	bolt-eng-DF-170-181113-84603:11752-11766	0.777317791314
CS14_ENG_131	org:students	test0	WPB_ENG_20100921.0083:78-227	Lori Montgomery	WPB_ENG_20100921.0083:78-92	0.647277354398
CS14_ENG_131	org:students	test0	NYT_ENG_20101120.0024:3048-3197	Louise Mirrer	NYT_ENG_20101120.0024:3217-3229	0.449297730538
CS14_ENG_131	org:students	test0	AFP_ENG_20090911.0417:3342-3369	Ma	AFP_ENG_20090911.0417:3342-3343	0.19977135861
CS14_ENG_131	org:students	test0	AFP_ENG_20090818.0112:849-874	Mark Zuckerberg	AFP_ENG_20090818.0112:876-890	0.513829878771
CS14_ENG_131	org:students	test0	NYT_ENG_20100827.0193:2822-2859	Martin Feldstein	NYT_ENG_20100827.0193:2822-2837	0.480738856371
CS14_ENG_131	org:students	test0	LTW_ENG_20091002.0045:2873-2944,LTW_ENG_20091002.0061:2846-2917	Merrill Peterson	LTW_ENG_20091002.0061:58-73	0.279497345219
CS14_ENG_131	org:students	test0	AFP_ENG_20100129.0548:2020-2097	Michael	AFP_ENG_20100129.0548:2020-2026	0.221992385484
CS14_ENG_131	org:students	test0	NYT_ENG_20101203.0208:1677-1727	Michael Beal	NYT_ENG_20101203.0208:1677-1688	0.501693852134
CS14_ENG_131	org:students	test0	NYT_ENG_20101203.0208:1801-1812,NYT_ENG_20101203.0208:1801-1851,NYT_ENG_20101203.0208:1834-1851	Michael Beal	NYT_ENG_20101203.0208:1801-1812	0.975348364578
CS14_ENG_131	org:students	test0	NYT_ENG_20101203.0208:1801-1880	Michael Beal	NYT_ENG_20101203.0208:1801-1812	0.880514489527
CS14_ENG_131	org:students	test0	NYT_ENG_20101203.0208:1801-1881	Michael Beal	NYT_ENG_20101203.0208:1801-1812	0.709908682789
CS14_ENG_131	org:students	test0	bolt-eng-DF-199-192783-6862648:159696-159730	Michael Ignatieff	bolt-eng-DF-199-192783-6862648:159714-159730	0.499571645846
CS14_ENG_131	org:students	test0	NYT_ENG_20101120.0024:3048-3197	Michele Cahill	NYT_ENG_20101120.0024:3417-3430	0.560793352263
CS14_ENG_131	org:students	test0	APW_ENG_20101103.0191:286-318	Mike Crapo	APW_ENG_20101103.0191:202-211	0.609416821943
CS14_ENG_131	org:students	test0	eng-NG-31-141957-8675362:949-1009	Mo Ibrahim	eng-NG-31-141957-8675362:949-958	0.471627817162
CS14_ENG_131	org:students	test0	WPB_ENG_20100303.0008:4354-4391	Morris Kleiner	WPB_ENG_20100303.0008:4378-4391	0.580676629738
CS14_ENG_131	org:students	test0	WPB_ENG_20100924.0036:1834-1862	Mun Sing Ho	WPB_ENG_20100924.0036:1810-1820	0.334592462627
CS14_ENG_131	org:students	test0	APW_ENG_20100903.0359:2726-2768	Niall Ferguson	APW_ENG_20100903.0359:2755-2768	0.149213910898
CS14_ENG_131	org:students	test0	APW_ENG_20100809.0555:2907-2911,APW_ENG_20100809.0555:2907-2945,APW_ENG_20100809.0555:2928-2945	Niko Price	APW_ENG_20100809.0555:214-223	0.690048328344
CS14_ENG_131	org:students	test0	NYT_ENG_20100504.0207:367-440	Nitin Nohria	NYT_ENG_20100504.0207:367-378	0.15426920162
CS14_ENG_131	org:students	test0	LTW_ENG_20091112.0050:1275-1322	Noemi Gilbert	LTW_ENG_20091112.0050:1275-1287	0.19069373468
CS14_ENG_131	org:students	test0	NYT_ENG_20100921.0225:55-142	Obama	NYT_ENG_20100921.0225:138-142	0.298204650112
CS14_ENG_131	org:students	test0	eng-NG-31-127464-9235469:1884-1973	Oliver E. Rodgers	eng-NG-31-127464-9235469:389-405	0.388131880951
CS14_ENG_131	org:students	test0	APW_ENG_20090714.0110:784-816	Paul	APW_ENG_20090714.0110:813-816	0.668085171843
CS14_ENG_131	org:students	test0	eng-NG-31-142149-8687993:1225-1368	Professor Boyle	eng-NG-31-142149-8687993:1287-1301	0.624480246051
CS14_ENG_131	org:students	test0	APW_ENG_20100930.1143:2449-2548	Raphael Golb	APW_ENG_20100930.1143:2449-2460	0.343791654289
CS14_ENG_131	org:students	test0	WPB_ENG_20101126.0063:1247-1376	Reggie Love	WPB_ENG_20101126.0063:1247-1257	0.249872496241
CS14_ENG_131	org:students	test0	WPB_ENG_20100303.0008:4334-4371	Richard Freeman	WPB_ENG_20100303.0008:4334-4348	0.613381351812
CS14_ENG_131	org:students	test0	NYT_ENG_20090721.0162:700-735	Robert Glauber	NYT_ENG_20090721.0162:700-713	0.359077514159
CS14_ENG_131	org:students	test0	NYT_ENG_20091006.0147:959-1016	Robert Reich	NYT_ENG_20091006.0147:1005-1016	0.655469938089
CS14_ENG_131	org:students	test0	WPB_ENG_20101209.0084:1453-1498	Robert Stavins	WPB_ENG_20101209.0084:1453-1466	0.178875638599
CS14_ENG_131	org:students	test0	NYT_ENG_20100510.0232:1063-1112	Ronald P. O&apos;Hanley	NYT_ENG_20100510.0232:985-1002	0.384842856184
CS14_ENG_131	org:students	test0	NYT_ENG_20100510.0232:1063-1153	Ronald P. O'Hanley	NYT_ENG_20100510.0232:985-1002	0.573050404083
CS14_ENG_131	org:students	test0	APW_ENG_20100831.0557:740-871	Rudy Giuliani	APW_ENG_20100831.0557:202-214	0.138201745041
CS14_ENG_131	org:students	test0	AFP_ENG_20090601.0832:3231-3315	Sam Bayard	AFP_ENG_20090601.0832:3231-3240	0.200801005881
CS14_ENG_131	org:students	test0	WPB_ENG_20100907.0063:257-272,WPB_ENG_20100907.0063:257-284	Sara Grillo	WPB_ENG_20100907.0063:274-284	0.960808692065
CS14_ENG_131	org:students	test0	WPB_ENG_20100907.0063:222-346	Sara Grillo	WPB_ENG_20100907.0063:274-284	0.501113037922
CS14_ENG_131	org:students	test0	eng-NG-31-127206-9204127:1721-1736,eng-NG-31-141963-9986261:1721-1736	Shawn Keough	eng-NG-31-127206-9204127:1764-1775	0.116699520123
CS14_ENG_131	org:students	test0	AFP_ENG_20090616.0620:1921-2043	Simon Donaldson	AFP_ENG_20090616.0620:1921-1935	0.652021244106
CS14_ENG_131	org:students	test0	XIN_ENG_20091007.0394:1357-1506	Simon K Donaldson	XIN_ENG_20091007.0394:1357-1373	0.33378684405
CS14_ENG_131	org:students	test0	APW_ENG_20100208.1015:456-542	Souter	APW_ENG_20100208.1015:488-493	0.579280868175
CS14_ENG_131	org:students	test0	AFP_ENG_20100822.0138:3097-3137	Stephen Walt	AFP_ENG_20100822.0138:3126-3137	0.580490917269
CS14_ENG_131	org:students	test0	NYT_ENG_20100906.0165:4877-5023	Thomas Jefferson	NYT_ENG_20100906.0165:4877-4892	0.6929507102
CS14_ENG_131	org:students	test0	WPB_ENG_20101215.0045:2213-2228	Tyler	WPB_ENG_20101215.0045:2183-2187	0.574319894312
CS14_ENG_131	org:students	test0	LTW_ENG_20090813.0109:3690-3716	Valerie Jarrett	LTW_ENG_20090813.0109:3690-3704	0.699651802791
CS14_ENG_131	org:students	test0	AFP_ENG_20090603.0706:2277-2350	Wang Dan	AFP_ENG_20090603.0706:2277-2284	0.561689457471
CS14_ENG_131	org:students	test0	AFP_ENG_20090603.0706:2450-2523	Wang Dan	AFP_ENG_20090603.0706:2450-2457	0.628676150759
CS14_ENG_131	org:students	test0	WPB_ENG_20100412.0033:105-214	William F. Lee	WPB_ENG_20100412.0033:201-214	0.857027744002
CS14_ENG_131	org:students	test0	WPB_ENG_20100331.0013:1514-1654	William Fitzsimmons	WPB_ENG_20100331.0013:1636-1654	0.409424021171
CS14_ENG_131	org:students	test0	eng-NG-31-138859-9817121:1820-1858	William Henry Gates III	eng-NG-31-138859-9817121:1479-1501	0.434455375401
CS14_ENG_131	org:students	test0	XIN_ENG_20091007.0394:1498-1560	William Petschek	XIN_ENG_20091007.0394:1498-1513	0.608972898986
CS14_ENG_131	org:students	test0	NYT_ENG_20091124.0140:1379-1470	Wong	NYT_ENG_20091124.0140:1379-1382	0.125300557493
CS14_ENG_131	org:students	test0	AFP_ENG_20090922.0137:2447-2506	Zuckerberg	AFP_ENG_20090922.0137:2447-2456	0.473845274743
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20101008.0080:426-440,XIN_ENG_20101008.0080:702-716	Abdul Jabar Taqur	XIN_ENG_20101008.0080:343-359	0.393369831638
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20101008.0080:422-431	Abdul Jabar Taqur	XIN_ENG_20101008.0080:343-359	0.308156438422
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20101008.0322:438-476	Abdul Jabar Taqwa	APW_ENG_20101008.0322:401-417	0.60071086187
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090706.0174:1222-1254	Abdul Majid Azimi	AFP_ENG_20090706.0174:1256-1272	0.54794121414
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20101108.0149:198-270	Abdul Rahman Seydkhili	XIN_ENG_20101108.0149:249-270	0.832449579153
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100913.0102:352-389	Abdul Rahman Syedkhili	XIN_ENG_20100913.0102:368-389	0.507959066301
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090906.0321:1173-1210	Abdul Razak Yaqubi	AFP_ENG_20090906.0321:1212-1229	0.623240380168
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090906.0321:1173-1210	Abdul Razak Yaqubi	AFP_ENG_20090906.0321:1212-1229	0.819137032903
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090601.0669:664-690	Abdul Razaq	AFP_ENG_20090601.0669:692-702	0.897790798063
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090601.0669:594-712	Abdul Razaq	AFP_ENG_20090601.0669:692-702	0.889433659908
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090706.0174:1293-1427	Abdul Razaq Yaqoubi	AFP_ENG_20090706.0174:1313-1331	0.863875656555
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090706.0174:1293-1427,AFP_ENG_20090726.0201:1556-1686	Abdul Razaq Yaqoubi	AFP_ENG_20090706.0174:1313-1331	0.85474787667
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090906.0321:1112-1239,AFP_ENG_20100105.0203:550-589	Abdul Rizaq Yaqubi	AFP_ENG_20100105.0203:530-547	0.557122952938
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100105.0203:550-589	Abdul Rizaq Yaqubi	AFP_ENG_20100105.0203:530-547	0.691576599101
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100218.0273:463-497	Abdul Salam	AFP_ENG_20100218.0273:463-473	0.195496056906
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100930.0057:818-901	Abu Bakr	XIN_ENG_20100930.0057:818-825	0.556292532386
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20090907.0676:3347-3494	Anthony Cordesman	APW_ENG_20090907.0676:3347-3363	0.194189357141
CS14_ENG_133	gpe:employees_or_members	test0	eng-NG-31-126851-9167009:4919-4955,eng-NG-31-127078-9185877:4796-4832	Asadollah Amarkhil	eng-NG-31-126851-9167009:4899-4916	0.366689792574
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20091126.0154:612-671	Assadullah Omar Khil	AFP_ENG_20091126.0154:612-631	0.542643165154
CS14_ENG_133	gpe:employees_or_members	test0	NYT_ENG_20100122.0072:2310-2443	Atmar	NYT_ENG_20100122.0072:2439-2443	0.416587656617
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100622.0104:153-231	Azizullah Safari	XIN_ENG_20100622.0104:216-231	0.575341299004
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090904.0619:923-991,AFP_ENG_20090904.0619:962-991	Baryalai Basharyar Parwani	AFP_ENG_20090904.0619:923-948	0.218840046553
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090728.0101:769-880	Fahim	XIN_ENG_20090728.0101:769-773	0.600793692553
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090909.0416:1246-1374	Farrell	AFP_ENG_20090909.0416:1246-1252	0.575888580405
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20090907.0676:724-790	Georg Klein	APW_ENG_20090907.0676:780-790	0.0381106815728
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20090904.0275:457-501	Gulam Mohyuddin	APW_ENG_20090904.0275:487-501	0.352917611652
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20091210.0066:779-798	Hajji Khaluddin	XIN_ENG_20091210.0066:377-391	0.132780061714
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100402.0116:332-389	Joerg Langer	AFP_ENG_20100402.0116:378-389	0.244229911396
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20101213.0123:123-207	Karl Theodor Zu Guttenberg	XIN_ENG_20101213.0123:123-148	0.295891604869
CS14_ENG_133	gpe:employees_or_members	test0	NYT_ENG_20091024.0091:1054-1120	McChrystal	NYT_ENG_20091024.0091:1111-1120	0.147579519124
CS14_ENG_133	gpe:employees_or_members	test0	WPB_ENG_20100218.0044:426-461	Mohammad	WPB_ENG_20100218.0044:454-461	0.301956530129
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090726.0201:1070-1098	Mohammad Omar	AFP_ENG_20090726.0201:1086-1098	0.337902551349
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090909.0683:2508-2536,APW_ENG_20090706.0561:330-442,APW_ENG_20090904.0307:806-902,XIN_ENG_20091111.0086:949-963	Mohammad Omar	APW_ENG_20090706.0561:429-441	0.866624755945
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20090904.0313:998-1008,APW_ENG_20090904.0393:2002-2012	Mohammad Omar	APW_ENG_20090904.0393:2014-2026	0.673605103799
CS14_ENG_133	gpe:employees_or_members	test0	WPB_ENG_20100218.0044:666-687	Mohammad Omar	WPB_ENG_20100218.0044:690-702	0.997809788346
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20101008.0080:188-287	Mohammad Omar	XIN_ENG_20101008.0080:188-200	0.546682773879
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090719.0041:153-285	Mohammad Razaq Yaqubi	XIN_ENG_20090719.0041:265-285	0.925266373468
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090927.0051:329-386,XIN_ENG_20090927.0051:363-386	Mohammad Razaq Yaqubi	XIN_ENG_20090927.0051:329-349	0.723839890234
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090927.0051:305-419	Mohammad Razaq Yaqubi	XIN_ENG_20090927.0051:329-349	0.81363464579
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100513.0578:970-1115	Mohammad Razaq Youqoubi	AFP_ENG_20100513.0578:970-992	0.976506015008
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100702.0539:457-508	Mohammad Rezaq Yaqobi	AFP_ENG_20100702.0539:488-508	0.719344583409
CS14_ENG_133	gpe:employees_or_members	test0	WPB_ENG_20100218.0044:506-542	Mullah Abdul Salam	WPB_ENG_20100218.0044:486-503	0.625754566479
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100218.0379:1909-1954,AFP_ENG_20100218.0379:1928-1954,NYT_ENG_20100702.0023:884-910	Mullah Mohammed Omar	AFP_ENG_20100218.0379:1081-1100	0.200996050071
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100426.0137:1190-1320,XIN_ENG_20100426.0137:1303-1320	Mullah Noor Mohammad	XIN_ENG_20100426.0137:1104-1123	0.403834482051
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090909.0416:1258-1374	Munadi	AFP_ENG_20090909.0416:1258-1263	0.178058500665
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20091111.0086:179-276	Nasir Alkozai	XIN_ENG_20091111.0086:264-276	0.212722329135
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20100712.0054:2071-2116	Qala Zal	APW_ENG_20100712.0054:2109-2116	0.26995300126
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090726.0059:308-367	Qasim Fahim	XIN_ENG_20090726.0059:308-318	0.308076928319
CS14_ENG_133	gpe:employees_or_members	test0	WPB_ENG_20100218.0044:2074-2105	Salam	WPB_ENG_20100218.0044:2101-2105	0.284846068109
CS14_ENG_133	gpe:employees_or_members	test0	NYT_ENG_20101124.0089:107-208	Sangar Rahemi	NYT_ENG_20101124.0089:107-119	0.562312848395
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20090617.0102:1083-1161	Shir Khan Port	XIN_ENG_20090617.0102:288-301	0.649889838762
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100626.0043:345-382	Shirkat	XIN_ENG_20100626.0043:345-351	0.175538327968
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20090909.0683:308-457	Stephen Farrell	AFP_ENG_20090909.0683:308-322	0.230139394539
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100913.0102:930-1073	Syed Zamanudin Hussiani	XIN_ENG_20100913.0102:381-403	0.557082681201
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100626.0043:377-471	Usman	XIN_ENG_20100626.0043:467-471	0.0625344729638
CS14_ENG_133	gpe:employees_or_members	test0	APW_ENG_20100103.0197:3863-3872	Waheed Omar	APW_ENG_20100103.0197:1280-1290	0.0454977270006
CS14_ENG_133	gpe:employees_or_members	test0	XIN_ENG_20100616.0132:195-310	Webber	XIN_ENG_20100616.0132:305-310	0.691825493657
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20091127.0335:2044-2182	Wolfgang Schneiderhan	AFP_ENG_20091127.0335:2044-2064	0.19631179209
CS14_ENG_133	gpe:employees_or_members	test0	AFP_ENG_20100219.0741:3407-3535	Zemarai Bashary	AFP_ENG_20100219.0741:3521-3535	0.449209287846
CS14_ENG_135	gpe:deaths_in_city	test0	APW_ENG_20100203.0095:5484-5539	Baldwin	APW_ENG_20100203.0095:5516-5522	0.0376585169132
CS14_ENG_135	gpe:deaths_in_city	test0	eng-NG-31-126958-8238186:696-769	Butch van Breda Kolff	eng-NG-31-126958-8238186:158-178	0.358573888105
CS14_ENG_135	gpe:deaths_in_city	test0	eng-NG-31-126958-8238186:696-816	Butch van Breda Kolff	eng-NG-31-126958-8238186:538-558	0.60411800142
CS14_ENG_135	gpe:deaths_in_city	test0	NYT_ENG_20100224.0034:134-214	John Babcock	NYT_ENG_20100224.0034:134-145	0.742774398574
CS14_ENG_135	gpe:deaths_in_city	test0	bolt-eng-DF-170-181122-8786476:3741-3888	Martin Luther King Jr.	bolt-eng-DF-170-181122-8786476:3804-3825	0.683171009802
CS14_ENG_135	gpe:deaths_in_city	test0	APW_ENG_20101230.0499:5675-5722	Nicholas K. Geranios	APW_ENG_20101230.0499:5679-5698	0.39170337372
CS14_ENG_135	gpe:deaths_in_city	test0	APW_ENG_20090729.0371:3109-3228	Nick Geranios	APW_ENG_20090729.0371:3164-3176	0.423536992947
CS14_ENG_136	gpe:deaths_in_city	test0	APW_ENG_20090804.0874:400-443	Nierenberg	APW_ENG_20090804.0874:400-409	0.773850664379
CS14_ENG_136	gpe:deaths_in_city	test0	APW_ENG_20090804.0786:501-603	Theodore D. Nierenberg	APW_ENG_20090804.0786:273-294	0.98578905198
CS14_ENG_136	gpe:deaths_in_city	test0	APW_ENG_20090804.0874:503-546,APW_ENG_20090804.0874:529-546	Theodore D. Nierenberg	APW_ENG_20090804.0874:188-209	0.968460462838
CS14_ENG_136	gpe:deaths_in_city	test0	APW_ENG_20090804.0874:503-557	Theodore D. Nierenberg	APW_ENG_20090804.0874:188-209	0.356151607952
CS14_ENG_136	gpe:deaths_in_city	test0	NYT_ENG_20090804.0029:123-208	Theodore D. Nierenberg	NYT_ENG_20090804.0029:123-144	0.993383169099
CS14_ENG_137	per:organizations_founded	test0	eng-NG-31-130754-8410609:2832-2931	Mary Kay cosmetics	eng-NG-31-130754-8410609:158-175	0.812013882183
CS14_ENG_138	per:top_member_employee_of	test0	APW_ENG_20100830.0771:855-975	Lehman Bros.	APW_ENG_20100830.0771:923-934	0.638704998042
CS14_ENG_139	gpe:residents_of_city	test0	LTW_ENG_20090926.0030:1461-1509	McCroskey	LTW_ENG_20090926.0030:1461-1469	0.691419624878
CS14_ENG_139	gpe:residents_of_city	test0	NYT_ENG_20100203.0153:1750-1827	Mike Santo	NYT_ENG_20100203.0153:1754-1763	0.833758995939
CS14_ENG_139	gpe:residents_of_city	test0	LTW_ENG_20090926.0030:1545-1654	Richard McCroskey	LTW_ENG_20090926.0030:165-181	0.76583479943
CS14_ENG_139	gpe:residents_of_city	test0	NYT_ENG_20100803.0161:3065-3199,NYT_ENG_20100803.0161:3200-3220	Rylan Sandoval	NYT_ENG_20100803.0161:3159-3172	0.182495473472
CS14_ENG_139	gpe:residents_of_city	test0	NYT_ENG_20090921.0097:699-788	Sarah McCroskey	NYT_ENG_20090921.0097:699-713	0.668982107104
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:1226-1329	Allen M. Bennett	LTW_ENG_20090618.0079:1314-1329	0.961908925496
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:58-112,LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466	Allen M. Bennett	LTW_ENG_20090618.0079:1417-1432	0.701257489162
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20100705.0076:3309-3457	Arthur B. Sackler	NYT_ENG_20100705.0076:3375-3391	0.464824549679
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20101210.0147:498-533,NYT_ENG_20101210.0147:498-562,NYT_ENG_20101210.0147:2651-2734,NYT_ENG_20101210.0147:2705-2734	James Thomas Lynn	NYT_ENG_20101210.0147:2424-2440	0.729956749949
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20101210.0147:498-533,NYT_ENG_20101210.0147:498-533,NYT_ENG_20101210.0147:498-562,NYT_ENG_20101210.0147:2651-2734	James Thomas Lynn	NYT_ENG_20101210.0147:2424-2440	0.62082172486
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20101210.0147:498-533,NYT_ENG_20101210.0147:498-562,NYT_ENG_20101210.0147:2651-2734,NYT_ENG_20101210.0147:2705-2734	James Thomas Lynn	NYT_ENG_20101210.0147:2424-2440	0.582979403448
CS14_ENG_140	org:top_members_employees	test0	WPB_ENG_20100820.0038:5323-5449	Jeff Emerson	WPB_ENG_20100820.0038:5362-5373	0.547826988004
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:1329-1363,LTW_ENG_20090618.0079:1329-1371,LTW_ENG_20090618.0079:1329-1406,LTW_ENG_20090618.0079:1329-1414	John W. Rowe	LTW_ENG_20090618.0079:1378-1389	0.606474545621
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:1329-1333,LTW_ENG_20090618.0079:1329-1389,LTW_ENG_20090618.0079:1374-1389	John W. Rowe	LTW_ENG_20090618.0079:1378-1389	0.941864209663
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:58-112,LTW_ENG_20090618.0079:1278-1424,LTW_ENG_20090618.0079:1426-1466	John W. Rowe	LTW_ENG_20090618.0079:1378-1389	0.982539334141
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20100802.0109:4838-4922	Max Baucus	NYT_ENG_20100802.0109:4843-4852	0.616082150133
CS14_ENG_140	org:top_members_employees	test0	eng-NG-31-147907-10552405:1426-1456	Raymond Arroyo	eng-NG-31-147907-10552405:1459-1472	0.30491299088
CS14_ENG_140	org:top_members_employees	test0	eng-NG-31-147907-10552405:1426-1539	Raymond Arroyo	eng-NG-31-147907-10552405:1459-1472	0.512010328192
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:1329-1343,NYT_ENG_20090702.0165:1443-1465,NYT_ENG_20090910.0153:1558-1575,NYT_ENG_20101209.0127:292-309	Ronald A. Williams	LTW_ENG_20090618.0079:1302-1319	0.562950632626
CS14_ENG_140	org:top_members_employees	test0	LTW_ENG_20090618.0079:1278-1372	Ronald A. Williams	LTW_ENG_20090618.0079:1302-1319	0.753219268876
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20090702.0165:1443-1447,NYT_ENG_20090702.0165:1443-1485,NYT_ENG_20090702.0165:1468-1485	Ronald A. Williams	NYT_ENG_20090702.0165:1468-1485	0.478600538936
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20090814.0102:1022-1037,NYT_ENG_20090814.0102:1022-1080,NYT_ENG_20090814.0102:1063-1080	Ronald A. Williams	NYT_ENG_20090814.0102:1063-1080	0.780103769431
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20090814.0102:923-970	Ronald A. Williams	NYT_ENG_20090814.0102:953-970	0.633330911119
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20101209.0127:196-345	Ronald A. Williams	NYT_ENG_20101209.0127:262-279	0.861865182483
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20101209.0127:197-344	Ronald A. Williams	NYT_ENG_20101209.0127:262-279	0.834567462131
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20100211.0010:1505-1549	Ronald Williams	NYT_ENG_20100211.0010:1505-1519	0.606722691492
CS14_ENG_140	org:top_members_employees	test0	NYT_ENG_20100211.0010:1548-1696	Ronald Williams	NYT_ENG_20100211.0010:1615-1629	0.593401031169
CS14_ENG_141	gpe:residents_of_city	test0	XIN_ENG_20101103.0317:194-312	Basaaly Saeed Moalin	XIN_ENG_20101103.0317:394-413	0.971339876359
CS14_ENG_141	gpe:residents_of_city	test0	eng-NG-31-141549-9958436:1526-1550,eng-NG-31-141549-9958436:1531-1550	Bill Sheehan	eng-NG-31-141549-9958436:1526-1537	0.00324222801314
CS14_ENG_141	gpe:residents_of_city	test0	eng-NG-31-141549-9958436:1526-1550	Bill Sheehan	eng-NG-31-141549-9958436:1526-1537	0.0735691015883
CS14_ENG_141	gpe:residents_of_city	test0	NYT_ENG_20090929.0113:1371-1399	Brian P. Bilbray	NYT_ENG_20090929.0113:1371-1386	0.619009393876
CS14_ENG_141	gpe:residents_of_city	test0	eng-NG-31-108608-8997850:4843-4864,eng-NG-31-126273-9130053:4853-4874,eng-NG-31-126274-9130328:4859-4880,eng-NG-31-134602-9622806:5216-5237	Craig Douglas	eng-NG-31-108608-8997850:4238-4250	0.612431326219
CS14_ENG_141	gpe:residents_of_city	test0	eng-NG-31-126851-9167502:5563-5593	D. PARVAZ	eng-NG-31-126851-9167502:418-426	0.61745480714
CS14_ENG_141	gpe:residents_of_city	test0	APW_ENG_20100529.0624:7565-7593,XIN_ENG_20100529.0098:690-706	Dennis Hopper	XIN_ENG_20100529.0098:100-112	0.440157229736
CS14_ENG_141	gpe:residents_of_city	test0	APW_ENG_20101203.0904:3995-4122	El Ponchis	APW_ENG_20101203.0904:4078-4087	0.215889900893
CS14_ENG_141	gpe:residents_of_city	test0	eng-NG-31-127462-12067168:164-207	Fernidad Friedrich	eng-NG-31-127462-12067168:164-181	0.0949325352978
CS14_ENG_141	gpe:residents_of_city	test0	NYT_ENG_20100904.0030:3274-3305	Frank C. Garland	NYT_ENG_20100904.0030:3102-3117	0.685059769884
CS14_ENG_141	gpe:residents_of_city	test0	APW_ENG_20100630.0989:990-1021	Hassan Yousef	APW_ENG_20100630.0989:379-391	0.451983992837
